Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA50,MA200,RSI
2026-02-27 00:00:00+05:30,1391.5659695052796,1403.9089251530934,1381.711508080472,1387.48486328125,12031440,0.0,0.0,1457.8694067382812,,39.98182923490047
2026-03-02 00:00:00+05:30,1369.1694587628867,1372.2551671563263,1335.3259388807069,1351.75,23728722,0.0,0.0,1454.1585620117187,,33.66792326951757
2026-03-04 00:00:00+05:30,1323.8789706886037,1346.5740873609554,1300.9848230751916,1338.8099365234375,32495007,0.0,0.0,1449.7768237304688,,31.71481382051317
2026-03-05 00:00:00+05:30,1346.8726294272453,1392.5614090361375,1346.8726294272453,1383.005615234375,25957532,0.0,0.0,1446.0739453125,,43.722814558437214
2026-03-06 00:00:00+05:30,1390.0728674061675,1417.7449716586152,1383.9014503612218,1398.334716796875,19311971,0.0,0.0,1442.7712182617188,,47.19153522167215
2026-03-09 00:00:00+05:30,1368.6718029922313,1422.8214608086796,1363.6948146177142,1417.4462890625,24870822,0.0,0.0,1440.0995703125,,51.22774896988197
2026-03-10 00:00:00+05:30,1424.015880450879,1424.9117626543534,1394.1539503917586,1402.3162841796875,18071259,0.0,0.0,1437.1054150390626,,48.09383304456051
2026-03-11 00:00:00+05:30,1418.34212900751,1427.4002232775151,1377.2321576556008,1383.8017578125,21848087,0.0,0.0,1434.0117163085938,,44.50579642021963
2026-03-12 00:00:00+05:30,1383.6027762448114,1404.4066120742223,1374.7437125844203,1385.7926025390625,20939959,0.0,0.0,1431.07330078125,,44.98111927083197
2026-03-13 00:00:00+05:30,1378.8248707870416,1394.3531723993444,1372.0562392077015,1374.3455810546875,17265090,0.0,0.0,1427.2967602539063,,42.71560191963824
2026-03-16 00:00:00+05:30,1373.6488401657623,1390.8692691567512,1357.224777946389,1388.6793212890625,22837802,0.0,0.0,1423.7033764648438,,46.35883574428974
2026-03-17 00:00:00+05:30,1392.5613056143347,1399.429573667814,1381.8109624429321,1391.167724609375,19007744,0.0,0.0,1419.827294921875,,46.98915610377376
2026-03-18 00:00:00+05:30,1390.7696473738063,1406.3974645008152,1390.7696473738063,1401.6195068359375,9559327,0.0,0.0,1416.4429443359375,,49.664571214609765
2026-03-19 00:00:00+05:30,1381.6119817895922,1409.1844489610974,1369.7667250791762,1378.4267578125,16498373,0.0,0.0,1413.9982495117188,,44.319342134627846
2026-03-20 00:00:00+05:30,1391.5659566755692,1423.4186824363833,1389.6746767818195,1407.8905029296875,22994918,0.0,0.0,1412.210517578125,,51.46575803174633
2026-03-23 00:00:00+05:30,1393.5567722314413,1409.0849519631759,1384.598192981382,1401.3209228515625,18979554,0.0,0.0,1410.9603002929687,,49.927057012572185
2026-03-24 00:00:00+05:30,1413.4647025895886,1415.8536813182018,1400.1263494042955,1405.302490234375,18620893,0.0,0.0,1409.6961450195313,,50.88545768899152
2026-03-25 00:00:00+05:30,1413.464703831985,1423.9163794589117,1401.9181150601291,1406.596435546875,19041331,0.0,0.0,1408.3005981445312,,51.212272042837306
2026-03-27 00:00:00+05:30,1394.552193095842,1398.235116023098,1338.809921280448,1341.8956298828125,23266517,0.0,0.0,1406.2162353515625,,37.70269238467309
2026-03-30 00:00:00+05:30,1328.855902170806,1358.7178325566667,1327.960019957529,1337.7149658203125,24393861,0.0,0.0,1403.9288110351563,,37.02308104559582
2026-04-01 00:00:00+05:30,1377.8294025098971,1378.028554948465,1356.6275051009459,1362.8984375,14404619,0.0,0.0,1402.1450561523438,,43.616290985022935
2026-04-02 00:00:00+05:30,1350.7546307176451,1351.9490593116357,1321.8880984473344,1344.2845458984375,21280051,0.0,0.0,1400.0069409179687,,40.261170248515306
2026-04-06 00:00:00+05:30,1352.7454554606609,1352.7454554606609,1284.0630151171836,1298.6953125,29274881,0.0,0.0,1397.83896484375,,33.47025597931615
2026-04-07 00:00:00+05:30,1289.040031502862,1302.2788696189978,1285.058440671965,1298.5958251953125,28388922,0.0,0.0,1396.0591943359375,1437.6128955078125,33.456993679945086
2026-04-08 00:00:00+05:30,1342.7914745147666,1344.3840865060406,1320.0963587364665,1341.5970458984375,21817543,0.0,0.0,1394.9284228515626,1437.2261505126953,43.819064626218676
2026-04-09 00:00:00+05:30,1339.8052690319548,1343.7868597274437,1320.195983460075,1323.87890625,20725390,0.0,0.0,1393.4850952148438,1436.7562677001954,40.98694427795979
2026-04-10 00:00:00+05:30,1330.8467605257397,1346.0763943468285,1325.3720730291864,1343.9859619140625,19364461,0.0,0.0,1392.770400390625,1436.3710565185547,45.307055702709235
2026-04-13 00:00:00+05:30,1315.1193869938081,1321.4899565481755,1303.970981405046,1309.0474853515625,28753269,0.0,0.0,1391.4684204101563,1435.6480621337892,39.84826515123816
2026-04-15 00:00:00+05:30,1330.8467629297493,1340.8007402141902,1328.059600686701,1337.9140625,15313779,0.0,0.0,1390.4212646484375,1435.1159979248048,45.67234789953135
2026-04-16 00:00:00+05:30,1345.7777093601655,1347.5694738488123,1323.8789596516422,1337.1177978515625,30211012,0.0,0.0,1389.4716577148438,1434.6096954345703,45.541359691773906
2026-04-17 00:00:00+05:30,1333.832952366644,1362.1022720767137,1333.832952366644,1358.7178955078125,13869105,0.0,0.0,1388.8664575195312,1434.129599609375,49.75139586025917
2026-04-20 00:00:00+05:30,1356.9261198573818,1366.6810660920328,1346.5740808024586,1357.0257568359375,13614733,0.0,0.0,1388.326953125,1433.502241821289,49.4290174641038
2026-04-21 00:00:00+05:30,1352.7454957201878,1363.4958396538184,1343.8864317482064,1347.07177734375,27293629,0.0,0.0,1386.6586694335938,1432.7254748535156,47.47999519770181
2026-04-22 00:00:00+05:30,1344.085556855853,1359.7132520720183,1342.8910067161314,1355.8311767578125,9525953,0.0,0.0,1384.7733837890626,1432.0658715820311,49.371855673053716
2026-04-23 00:00:00+05:30,1339.8052948565,1349.261572940554,1334.529638479888,1337.21728515625,16385079,0.0,0.0,1382.782587890625,1431.1753887939453,45.61184145705393
2026-04-24 00:00:00+05:30,1333.8328899956957,1339.7057606040942,1318.9019248091768,1321.6890869140625,11744802,0.0,0.0,1380.3339086914064,1430.2548541259766,42.69095625273223
2026-04-27 00:00:00+05:30,1306.9571155871217,1365.2873936261717,1304.9663202853897,1359.51416015625,24673098,0.0,0.0,1378.4267260742188,1429.5284014892577,50.93356655988478
2026-04-28 00:00:00+05:30,1351.7500009887617,1388.7787447541255,1350.75460334444,1382.5078125,41027699,0.0,0.0,1377.0411328125,1428.8698236083985,55.155964491214135
2026-04-29 00:00:00+05:30,1385.5935377241706,1427.2012083655534,1384.896807968084,1418.83984375,30542143,0.0,0.0,1376.1791186523437,1428.3225146484374,60.88388273232305
2026-04-30 00:00:00+05:30,1402.5153692729207,1430.386505071105,1386.6885214286783,1424.215087890625,30957881,0.0,0.0,1375.8187866210938,1427.8214154052735,61.664056735875526
2026-05-01 00:00:00+05:30,1424.215087890625,1424.215087890625,1424.215087890625,1424.215087890625,0,0.0,0.0,1376.0417578125,1427.41251953125,61.664056735875526
2026-05-04 00:00:00+05:30,1426.8030702776819,1460.6465916696056,1426.8030702776819,1456.3663330078125,24035700,0.0,0.0,1376.559365234375,1427.1733032226562,66.32347761876656
2026-05-05 00:00:00+05:30,1453.280606341501,1466.6189594959255,1443.3266295857375,1456.864013671875,23543341,0.0,0.0,1377.367626953125,1427.0456329345702,66.3915720570076
2026-05-06 00:00:00+05:30,1456.2668061036345,1466.519450812893,1420.9301884572374,1431.2823486328125,14221786,0.0,0.0,1377.2999389648437,1426.8470623779297,59.708401121107244
2026-05-07 00:00:00+05:30,1432.1782190445704,1442.828925531327,1423.717338832762,1429.590087890625,19816903,0.0,0.0,1377.8314794921876,1426.631602783203,59.283268032110364
2026-05-08 00:00:00+05:30,1419.4371163507371,1436.1598462687914,1410.9762359236815,1428.5947265625,8663105,0.0,0.0,1378.1460229492188,1426.4101751708984,59.017094139501786
2026-05-11 00:00:00+05:30,1413.4647305422184,1421.427912122738,1375.6396180347506,1381.81103515625,15261787,0.0,0.0,1377.3536865234375,1426.0004345703126,48.088322462310444
2026-05-12 00:00:00+05:30,1385.593546668805,1387.0866431630602,1354.0394893602804,1357.722412109375,24357500,0.0,0.0,1376.0636499023437,1425.4722338867186,43.610313933171525
2026-05-13 00:00:00+05:30,1355.1343963286624,1366.0837705701026,1346.1758174038478,1352.54638671875,13797989,0.0,0.0,1375.2733032226563,1425.1531243896484,42.690405344701425
2026-05-14 00:00:00+05:30,1358.9168476375535,1371.6579863902991,1352.148216400817,1355.5325927734375,17303059,0.0,0.0,1374.3774438476562,1424.9272692871093,43.43177712823299
2026-05-15 00:00:00+05:30,1350.5556491178086,1358.5188307246153,1323.082575367519,1330.24951171875,19976192,0.0,0.0,1373.2327368164063,1424.51650390625,38.84942725751388
2026-05-18 00:00:00+05:30,1327.860551095503,1335.8237328112184,1312.6309174607939,1329.7518310546875,13022473,0.0,0.0,1372.7927734375,1424.2108209228516,38.76273097680068
2026-05-19 00:00:00+05:30,1332.5387892026445,1337.8144453658963,1312.3322897558653,1316.6124267578125,21665501,0.0,0.0,1372.3488232421876,1423.894962158203,36.45001075199056
2026-05-20 00:00:00+05:30,1312.6308349443716,1356.6274840630256,1306.558933569541,1353.442138671875,13248515,0.0,0.0,1371.7575537109376,1423.7835766601563,46.14868500759616
2026-05-21 00:00:00+05:30,1360.9076465750106,1364.590690861155,1339.0088978228712,1343.388671875,17150630,0.0,0.0,1370.6586328125,1423.4756866455077,44.16716428756657
2026-05-22 00:00:00+05:30,1343.7868238683554,1361.106767233248,1342.8909416840763,1348.26611328125,7105813,0.0,0.0,1369.275029296875,1423.2268841552734,45.392216869410646
2026-05-25 00:00:00+05:30,1360.5095872329855,1364.7897243191815,1350.7546414401118,1360.7086181640625,6750071,0.0,0.0,1368.4428759765624,1423.1389422607422,48.49677577255641
2026-05-26 00:00:00+05:30,1353.8404218493883,1362.2017870434288,1346.1759079681497,1350.0579833984375,13769747,0.0,0.0,1367.7680004882814,1422.9803967285156,46.081724070682476
2026-05-27 00:00:00+05:30,1346.7730400596713,1354.736221375619,1342.393266034199,1344.2845458984375,13215138,0.0,0.0,1366.9378393554687,1422.70474609375,44.77993481258942
2026-05-28 00:00:00+05:30,1344.2845458984375,1344.2845458984375,1344.2845458984375,1344.2845458984375,0,0.0,0.0,1366.3366186523438,1422.5272479248047,44.77993481258942
2026-05-29 00:00:00+05:30,1357.7224546740495,1362.6994431442622,1310.9387630540493,1315.119384765625,42634247,0.0,0.0,1364.865419921875,1422.198471069336,38.42105610568746
2026-06-01 00:00:00+05:30,1326.3673976551404,1329.353590670499,1312.4318302501333,1313.9249267578125,10700603,0.0,0.0,1363.3205639648438,1421.8805755615235,38.18191951603355
2026-06-02 00:00:00+05:30,1301.6815361898255,1321.689127358814,1294.3156903458798,1308.5498046875,23302785,0.0,0.0,1361.459169921875,1421.6428802490234,37.063948497491864
2026-06-03 00:00:00+05:30,1308.9480145168118,1317.906594083847,1295.0124463014238,1307.15625,20012293,0.0,0.0,1360.033759765625,1421.3070050048827,36.76340393724727
2026-06-04 00:00:00+05:30,1295.0124259474096,1305.1654340270677,1287.1487597049047,1297.699951171875,23474327,0.0,0.0,1357.8299487304687,1420.9525994873047,34.70678679785381
2026-06-05 00:00:00+05:30,1304.5,1306.0,1288.0,1291.0,17785223,6.0,0.0,1355.6235302734376,1420.5537890625,33.28598254317558
2026-06-08 00:00:00+05:30,1277.0,1282.5999755859375,1259.199951171875,1263.300048828125,16494759,0.0,0.0,1352.7834814453124,1420.0329022216797,28.154331561954905
2026-06-09 00:00:00+05:30,1269.0,1274.199951171875,1257.5,1269.199951171875,23620214,0.0,0.0,1350.0355517578125,1419.502197265625,30.60821697975662
2026-06-10 00:00:00+05:30,1275.0,1300.5,1254.4000244140625,1258.800048828125,21012796,0.0,0.0,1348.3736401367187,1418.7283764648437,28.74450963891978
2026-06-11 00:00:00+05:30,1258.0,1276.0,1253.199951171875,1263.0,13117486,0.0,0.0,1346.8793408203126,1418.0108917236328,30.582768372076586
2026-06-12 00:00:00+05:30,1277.0,1297.0,1262.5,1293.0,11988785,0.0,0.0,1345.4813720703125,1417.3846783447266,42.07746606956756
2026-06-15 00:00:00+05:30,1315.300048828125,1325.0,1303.300048828125,1307.0,18633321,0.0,0.0,1344.7356811523437,1416.9061065673827,46.527394957458625
2026-06-16 00:00:00+05:30,1313.4000244140625,1333.4000244140625,1306.4000244140625,1328.800048828125,18513223,0.0,0.0,1345.3377758789063,1416.5196130371094,52.63009651540339
2026-06-17 00:00:00+05:30,1333.0,1334.0,1317.0,1332.699951171875,10023737,0.0,0.0,1346.0198583984375,1416.2904815673828,53.64922453788201
